eventname	subjectkey	rt_neut_fb	rt_rew_pos_fb	rt_loss_neg_fb
baseline_year_1_arm_1	NDAR_INV000025	326.0600339034907	225.45434295008673	231.7269960490234
baseline_year_1_arm_1	NDAR_INV000026	439.0243916915882	449.93516921886203	497.3070267085677
baseline_year_1_arm_1	NDAR_INV000027	257.1198273840546	418.66948265606226	494.82301505593034
baseline_year_1_arm_1	NDAR_INV000028	371.79116699926755	369.9739727457246	280.22593206439075
baseline_year_1_arm_1	NDAR_INV000029	266.2879563252013	200.31354144817382	273.4955090753709
baseline_year_1_arm_1	NDAR_INV000030	392.8455873211923	418.52949519080624	346.11167243106576
baseline_year_1_arm_1	NDAR_INV000031	475.487497769732	295.9230625340307	376.15265489901975
baseline_year_1_arm_1	NDAR_INV000032	445.02953658764676	292.3891617005314	309.11798181263293
baseline_year_1_arm_1	NDAR_INV000033	425.15679602635026	453.57231837030935	482.407827254615
baseline_year_1_arm_1	NDAR_INV000034	407.1715892107236	224.3334014251066	451.6536737884188
baseline_year_1_arm_1	NDAR_INV000035	207.19805726816554	353.17429518222855	335.84044153907985
baseline_year_1_arm_1	NDAR_INV000036	478.2558300457764	462.4448286775735	404.6799163195222
baseline_year_1_arm_1	NDAR_INV000037	390.1958647550431	231.06259577142896	392.34632630093336
baseline_year_1_arm_1	NDAR_INV000038	324.5695279795411	236.41497179904917	458.0275891510785
baseline_year_1_arm_1	NDAR_INV000039	264.8170594879142	454.47444770240685	327.71813104533004
baseline_year_1_arm_1	NDAR_INV000040	409.7728258768808	354.04665244232194	409.2879858191996
baseline_year_1_arm_1	NDAR_INV000041	354.2198282839381	355.3650164380701	467.57135415508765
baseline_year_1_arm_1	NDAR_INV000042	317.23322489873743	375.3244925684585	425.2433279213131
baseline_year_1_arm_1	NDAR_INV000043	407.89643547544534	312.1663788883134	484.3064582663352
baseline_year_1_arm_1	NDAR_INV000044	467.65320229807855	205.5690155573251	420.2447522673141
baseline_year_1_arm_1	NDAR_INV000045	220.18893397190342	316.1033321710873	443.3932426842524
baseline_year_1_arm_1	NDAR_INV000046	449.59056044837206	216.86940356284	349.23540863844124
baseline_year_1_arm_1	NDAR_INV000047	267.37580290414	330.62720432849085	437.3139232367943
baseline_year_1_arm_1	NDAR_INV000048	432.4700120524781	473.2387789506747	200.76530760377628
baseline_year_1_arm_1	NDAR_INV000049	236.98102372162543	430.4191924867772	359.9351393939991
baseline_year_1_arm_1	NDAR_INV000050	202.33368866942135	371.00507460012625	282.1678770819943
baseline_year_1_arm_1	NDAR_INV000051	413.1192039071013	416.2994647992595	470.7269575931907
baseline_year_1_arm_1	NDAR_INV000052	280.7018953511152	480.35065745580937	255.9070102418424
baseline_year_1_arm_1	NDAR_INV000053	471.4653661003828	383.44551860830796	262.2918053589327
baseline_year_1_arm_1	NDAR_INV000054	241.44769005753815	442.87365255309913	254.93210741280257
baseline_year_1_arm_1	NDAR_INV000055	256.81454732446196	211.6467765403344	278.0714385872826
baseline_year_1_arm_1	NDAR_INV000056	204.8493981537181	448.3435166090427	293.24305848161316
baseline_year_1_arm_1	NDAR_INV000057	307.2202474015031	485.2101760028548	230.43490572733555
baseline_year_1_arm_1	NDAR_INV000058	364.7467864742693	264.73089304298264	397.29844371882956
baseline_year_1_arm_1	NDAR_INV000059	374.08773486942624	412.0764248351463	218.6761533436423
baseline_year_1_arm_1	NDAR_INV000060	323.38348890901295	496.04424546582544	414.8439134354579
baseline_year_1_arm_1	NDAR_INV000061	479.8855276452721	419.07532345096917	427.6986022010335
baseline_year_1_arm_1	NDAR_INV000062	335.12108378734155	499.28958322282233	372.93205656537015
baseline_year_1_arm_1	NDAR_INV000063	308.8608460410047	320.53014696781764	201.62668437834284
baseline_year_1_arm_1	NDAR_INV000064	335.0873784346665	346.0978002650298	399.68694126668845
baseline_year_1_arm_1	NDAR_INV000065	366.9051002820559	454.12414977163985	363.20236694095837
baseline_year_1_arm_1	NDAR_INV000066	347.43756344545307	201.08384162683583	400.40271923758394
baseline_year_1_arm_1	NDAR_INV000067	268.140649286165	426.5709077129752	480.77282043514913
baseline_year_1_arm_1	NDAR_INV000068	357.55252915903895	342.589891709961	352.1006580356923
baseline_year_1_arm_1	NDAR_INV000069	495.9427450652679	492.66816351908864	456.0613061318295
baseline_year_1_arm_1	NDAR_INV000070	202.52123650963765	390.4941309850281	430.71701446665134
baseline_year_1_arm_1	NDAR_INV000071	427.28315887392307	243.56740027649272	479.86436643352283
baseline_year_1_arm_1	NDAR_INV000072	401.9453795881172	451.0680469904097	495.16096955953407
baseline_year_1_arm_1	NDAR_INV000073	301.0722705670937	206.2541306173	242.748968151202
baseline_year_1_arm_1	NDAR_INV000074	224.61363117932473	248.53051198018076	460.84694598503785
baseline_year_1_arm_1	NDAR_INV000075	484.04592729808667	490.570734272967	268.6117110590998
baseline_year_1_arm_1	NDAR_INV000076	353.9733532591718	356.3982573374903	219.1825687545673
baseline_year_1_arm_1	NDAR_INV000077	262.9441544351886	267.97730191429173	417.3093697299292
baseline_year_1_arm_1	NDAR_INV000078	396.83549144599993	311.1018796804626	451.1802720279556
baseline_year_1_arm_1	NDAR_INV000079	492.9022270199887	473.09142102152623	223.52315792395228
baseline_year_1_arm_1	NDAR_INV000080	250.20078903978097	411.0777458425797	257.7587552703383
baseline_year_1_arm_1	NDAR_INV000081	242.95138752585115	219.35991176617227	272.5384538030418
baseline_year_1_arm_1	NDAR_INV000082	441.70936502452514	371.44324207535414	363.7016120357039
baseline_year_1_arm_1	NDAR_INV000083	364.2341545171025	223.5639835158179	207.55819327155
baseline_year_1_arm_1	NDAR_INV000084	481.05798164574946	322.5268234631742	255.6163209060958
baseline_year_1_arm_1	NDAR_INV000085	373.8693334568005	216.7268940144052	231.4478486547957
baseline_year_1_arm_1	NDAR_INV000086	395.8095403443459	488.8972333428861	278.92136545985676
baseline_year_1_arm_1	NDAR_INV000087	240.75988020590813	416.72645691338664	298.4009565993887
baseline_year_1_arm_1	NDAR_INV000088	282.12428696367965	364.42549153604	363.54990588372715
baseline_year_1_arm_1	NDAR_INV000089	272.7891832487536	281.36597617162636	245.13916005703186
baseline_year_1_arm_1	NDAR_INV000090	384.9115808538451	203.18030248380072	294.85385373320565
baseline_year_1_arm_1	NDAR_INV000091	208.60751218865713	490.37062001916667	355.2208998299001
baseline_year_1_arm_1	NDAR_INV000092	406.36859157681243	319.71898382401554	466.42393214457275
baseline_year_1_arm_1	NDAR_INV000093	296.9624628498394	331.15531332924775	398.5936778940536
baseline_year_1_arm_1	NDAR_INV000094	235.3713045627998	223.9203050439769	255.8456518568075
baseline_year_1_arm_1	NDAR_INV000095	318.0050637770199	261.6434665247539	435.3454362556606
baseline_year_1_arm_1	NDAR_INV000096	433.424642635793	205.04107514533092	425.3399763001188
baseline_year_1_arm_1	NDAR_INV000097	334.6885504210442	223.95407306170404	275.39583546417083
baseline_year_1_arm_1	NDAR_INV000098	289.5937862149037	342.93989226768053	270.7633944543506
baseline_year_1_arm_1	NDAR_INV000099	261.52531939573197	485.35643727397996	249.96879104231104
baseline_year_1_arm_1	NDAR_INV000100	477.1230786885681	225.89357721787263	464.03102953025916
baseline_year_1_arm_1	NDAR_INV000101	436.90456269291604	274.81690799895176	313.3878611309335
baseline_year_1_arm_1	NDAR_INV000102	274.1028740167307	352.89653076997877	361.4700490103094
baseline_year_1_arm_1	NDAR_INV000103	471.5373951497436	308.213947634961	275.4202157899137
baseline_year_1_arm_1	NDAR_INV000104	216.29042649320144	430.4589801075364	389.3031567207375
baseline_year_1_arm_1	NDAR_INV000105	481.32715736605644	481.534211468979	321.4353386734641
baseline_year_1_arm_1	NDAR_INV000106	415.6681125112779	389.2008788356066	463.84673389748826
baseline_year_1_arm_1	NDAR_INV000107	302.81806649050674	298.78053140628003	224.82064562418117
baseline_year_1_arm_1	NDAR_INV000108	273.7185752024529	260.6014265256501	457.719702091521
baseline_year_1_arm_1	NDAR_INV000109	214.85146460681648	329.65125641646307	495.0586081756868
baseline_year_1_arm_1	NDAR_INV000110	279.61708384402317	226.79238877770695	443.86481832136616
baseline_year_1_arm_1	NDAR_INV000111	419.54980014716017	363.13963695719434	496.24242023555837
baseline_year_1_arm_1	NDAR_INV000112	262.27394838267713	454.3607256867265	483.621467709886
baseline_year_1_arm_1	NDAR_INV000113	307.398615027052	444.61007558945255	398.4793600469977
baseline_year_1_arm_1	NDAR_INV000114	264.13810809124544	270.923766089998	231.7763801604754
baseline_year_1_arm_1	NDAR_INV000115	226.02981239770534	485.24226374748594	445.18448703995057
baseline_year_1_arm_1	NDAR_INV000116	480.8949621010998	359.406317106917	257.7638551796457
baseline_year_1_arm_1	NDAR_INV000117	387.7483831769152	335.885392601881	370.9710645180474
baseline_year_1_arm_1	NDAR_INV000118	435.18218005480406	354.13948246883143	235.7222408218081
baseline_year_1_arm_1	NDAR_INV000119	450.5016554084492	314.19602966508535	337.0918687009225
baseline_year_1_arm_1	NDAR_INV000120	496.5889630425261	300.5906792028649	489.23292136527596
baseline_year_1_arm_1	NDAR_INV000121	333.02490133870083	471.29015948518963	253.81131708294214
baseline_year_1_arm_1	NDAR_INV000122	246.40024867763765	375.2250267676149	411.09791861036234
baseline_year_1_arm_1	NDAR_INV000123	366.3543048029948	325.56963145986316	463.25040944479997
baseline_year_1_arm_1	NDAR_INV000124	441.3260903181223	487.8626619087905	423.0815744061715
baseline_year_1_arm_1	NDAR_INV000125	439.61461900182013	333.97692435986124	275.897731113861
baseline_year_1_arm_1	NDAR_INV000126	313.11151780573704	368.3050375292249	453.5488413139563
baseline_year_1_arm_1	NDAR_INV000127	286.3772643498213	216.9498684631488	314.5354540376169
baseline_year_1_arm_1	NDAR_INV000128	236.84535148965782	489.09302884855225	202.39039285701534
baseline_year_1_arm_1	NDAR_INV000129	346.82523650595465	324.7388696226586	253.91829607089593
baseline_year_1_arm_1	NDAR_INV000130	443.1311152318701	491.0582491956017	424.66911827461837
baseline_year_1_arm_1	NDAR_INV000131	400.121402934824	353.59719148413603	216.74873054945496
baseline_year_1_arm_1	NDAR_INV000132	441.3616380814689	310.67650341527207	428.39977841792324
baseline_year_1_arm_1	NDAR_INV000133	312.26262016720403	276.7813568059805	364.205375806501
baseline_year_1_arm_1	NDAR_INV000134	464.6662488298547	486.4826591640767	313.13758380440805
baseline_year_1_arm_1	NDAR_INV000135	319.8879914365964	325.5735553728754	358.2509026568641
baseline_year_1_arm_1	NDAR_INV000136	440.3275937719637	307.49684936285837	366.2701001426475
baseline_year_1_arm_1	NDAR_INV000137	385.8122941107899	388.73190969169923	470.92904869939383
baseline_year_1_arm_1	NDAR_INV000138	246.2490019105375	430.28225948791004	200.1506698212995
baseline_year_1_arm_1	NDAR_INV000139	360.1901382813196	486.9344758451769	320.58464876804567
baseline_year_1_arm_1	NDAR_INV000140	251.8701025557953	216.90118049940043	214.2122035426135
baseline_year_1_arm_1	NDAR_INV000141	485.9603446439235	280.7900679159914	448.9743673419234
baseline_year_1_arm_1	NDAR_INV000142	455.20365626276583	486.6985894102863	412.00345302543525
baseline_year_1_arm_1	NDAR_INV000143	291.7232612074821	342.82589699199684	394.5417267526789
baseline_year_1_arm_1	NDAR_INV000144	227.1789531196096	452.6284419082603	225.9394710361437
baseline_year_1_arm_1	NDAR_INV000145	489.0533420362707	480.55970031983463	445.5051245882914
baseline_year_1_arm_1	NDAR_INV000146	234.06095793169933	307.5965999411206	493.0299567842113
baseline_year_1_arm_1	NDAR_INV000147	329.742436201043	399.2914195273842	498.83420179372473
baseline_year_1_arm_1	NDAR_INV000148	374.5026598763234	239.9288035854959	289.2115453169772
baseline_year_1_arm_1	NDAR_INV000149	254.5529259687133	319.3956375674259	490.91514894082553
baseline_year_1_arm_1	NDAR_INV000150	306.00010325761036	339.43539260317937	431.2638239238568
baseline_year_1_arm_1	NDAR_INV000151	276.52563293972463	323.4406478934731	369.91338560800176
baseline_year_1_arm_1	NDAR_INV000152	462.96991454284125	444.2583187493943	258.0184522093461
baseline_year_1_arm_1	NDAR_INV000153	208.54179569030663	285.06671916612953	397.4474863992213
baseline_year_1_arm_1	NDAR_INV000154	203.68153338696933	415.9826536499974	265.91361021251356
baseline_year_1_arm_1	NDAR_INV000155	304.23938495757375	342.43208756227403	329.0866968223257
baseline_year_1_arm_1	NDAR_INV000156	448.38976381780935	462.2874698440085	434.24945670858017
baseline_year_1_arm_1	NDAR_INV000157	453.4825255124561	482.6709890906425	233.94932718900455
baseline_year_1_arm_1	NDAR_INV000158	380.8917397625103	252.79372453975276	291.7998157103281
baseline_year_1_arm_1	NDAR_INV000159	263.6293247953016	232.35579641007243	383.09554075408244
baseline_year_1_arm_1	NDAR_INV000160	391.30677498734434	409.60436381877605	327.0819043329684
baseline_year_1_arm_1	NDAR_INV000161	364.1616830805842	323.7331800124826	303.49537042529494
baseline_year_1_arm_1	NDAR_INV000162	338.1591460092198	450.6130096314907	364.9216555452818
baseline_year_1_arm_1	NDAR_INV000163	493.3322130266378	362.4162037757322	227.1055567370517
baseline_year_1_arm_1	NDAR_INV000164	323.0076675732985	497.2364079897961	234.05954476348958
baseline_year_1_arm_1	NDAR_INV000165	429.3743530333019	438.97925068707764	392.2447722278189
baseline_year_1_arm_1	NDAR_INV000166	465.8724148315141	318.94755352798455	294.56461041958653
baseline_year_1_arm_1	NDAR_INV000167	450.87037345540546	296.0537124321082	494.4363055769979
baseline_year_1_arm_1	NDAR_INV000168	433.566835576065	273.5975685417961	304.8895160181884
baseline_year_1_arm_1	NDAR_INV000169	358.17531923497063	497.4307174486698	307.4808139435089
baseline_year_1_arm_1	NDAR_INV000170	307.2160520051969	238.56889348240472	251.15708258946555
baseline_year_1_arm_1	NDAR_INV000171	453.8315252250641	317.3842826625948	405.541319379948
baseline_year_1_arm_1	NDAR_INV000172	353.97496810974604	272.0722447484134	310.97041018082075
baseline_year_1_arm_1	NDAR_INV000173	293.6621534735868	469.78450004895717	396.8589756098793
baseline_year_1_arm_1	NDAR_INV000174	262.2311375696112	474.2142007152844	384.297102506369
baseline_year_1_arm_1	NDAR_INV000175	242.41720996637994	394.2405034523045	295.4687694003412
baseline_year_1_arm_1	NDAR_INV000176	306.33279132887554	408.09153959611723	228.58001520642597
baseline_year_1_arm_1	NDAR_INV000177	374.74846129918774	243.35406683341543	401.5691831788369
baseline_year_1_arm_1	NDAR_INV000178	394.3232138633943	325.91591162193436	416.48948886547225
baseline_year_1_arm_1	NDAR_INV000179	262.01985604335675	247.6905961501651	271.1362150850719
baseline_year_1_arm_1	NDAR_INV000180	283.68412218671733	386.17326198017287	491.36795629053154
baseline_year_1_arm_1	NDAR_INV000181	252.29618062093598	356.730054169406	397.2860925989284
baseline_year_1_arm_1	NDAR_INV000182	388.09616035383334	457.476902856158	265.06059856172476
baseline_year_1_arm_1	NDAR_INV000183	404.0166772293838	396.38287915727534	215.30210393974767
baseline_year_1_arm_1	NDAR_INV000184	471.96143166403505	232.45711487118922	429.77485020878936
baseline_year_1_arm_1	NDAR_INV000185	242.57745921204568	374.1037692335472	478.25493100742256
baseline_year_1_arm_1	NDAR_INV000186	298.75133704732946	305.4649289908897	340.9584225042721
baseline_year_1_arm_1	NDAR_INV000187	404.1356354340205	443.330705440351	281.4925734684873
baseline_year_1_arm_1	NDAR_INV000188	380.20785026021383	275.9370823248698	359.80200117022844
baseline_year_1_arm_1	NDAR_INV000189	349.3186515813631	445.94422710381315	234.74915761635387
baseline_year_1_arm_1	NDAR_INV000190	285.38679780781086	458.7214533164117	493.7434641015761
baseline_year_1_arm_1	NDAR_INV000191	452.47047037390854	331.00610371392366	405.5046073834208
baseline_year_1_arm_1	NDAR_INV000192	356.18929991815384	290.6217870506132	479.1129805024507
baseline_year_1_arm_1	NDAR_INV000193	471.8224040734047	379.4586812319075	285.88353630848303
baseline_year_1_arm_1	NDAR_INV000194	335.8377119426423	302.08135323260893	383.95375714612845
baseline_year_1_arm_1	NDAR_INV000195	334.18582087003966	486.27352441550863	262.7075284608808
baseline_year_1_arm_1	NDAR_INV000196	477.07304226646147	307.7445358982036	202.16134977493363
baseline_year_1_arm_1	NDAR_INV000197	320.05085503105727	444.0983267578389	481.8966455584631
baseline_year_1_arm_1	NDAR_INV000198	256.0532145819534	491.47873388775895	225.86205831118673
baseline_year_1_arm_1	NDAR_INV000199	209.42999746903465	411.2861368946983	391.54762183226677
baseline_year_1_arm_1	NDAR_INV000200	251.7939078414426	219.37936508236066	337.24930319079516
baseline_year_1_arm_1	NDAR_INV000201	353.92289378837154	391.69255744689434	395.6546525642743
baseline_year_1_arm_1	NDAR_INV000202	335.16411950763614	212.64154479262686	216.23612700613378
baseline_year_1_arm_1	NDAR_INV000203	376.9766247416105	227.6594765209204	410.9684529676367
baseline_year_1_arm_1	NDAR_INV000204	322.0895464868625	273.7290699854358	310.94601198340763
baseline_year_1_arm_1	NDAR_INV000205	211.2895968648776	232.30309808380568	318.24321486489583
baseline_year_1_arm_1	NDAR_INV000206	274.0838221558158	400.46197931803505	289.38218100649283
baseline_year_1_arm_1	NDAR_INV000207	277.2416991354208	400.4815959137589	288.48017836195294
baseline_year_1_arm_1	NDAR_INV000208	291.7192460384872	430.3763788993306	456.76205449122193
baseline_year_1_arm_1	NDAR_INV000209	490.66623854147474	324.2694223239902	216.35004949484286
baseline_year_1_arm_1	NDAR_INV000210	210.79780453975042	332.0614085518511	365.7114572021632
baseline_year_1_arm_1	NDAR_INV000211	379.66384930260676	429.52161964778134	251.20910694646292
baseline_year_1_arm_1	NDAR_INV000212	452.2861074828862	211.22347443535722	422.8239385539547
baseline_year_1_arm_1	NDAR_INV000213	219.00993085620468	335.3377972661277	490.2791155427757
baseline_year_1_arm_1	NDAR_INV000214	320.8292988759869	416.9128747170392	207.31041393412482
baseline_year_1_arm_1	NDAR_INV000215	296.5243588463491	335.13330736671486	426.44419520847856
baseline_year_1_arm_1	NDAR_INV000216	371.77592232469465	329.34388591076254	284.54387003824854
baseline_year_1_arm_1	NDAR_INV000217	266.72017121339474	449.5895461295084	292.79376247328776
baseline_year_1_arm_1	NDAR_INV000218	295.54432196801287	385.1536980424269	265.15791727772364
baseline_year_1_arm_1	NDAR_INV000219	296.14462181654034	498.36640900038026	209.66116164221611
baseline_year_1_arm_1	NDAR_INV000220	245.4341072162659	408.1964133234037	301.93491501062323
baseline_year_1_arm_1	NDAR_INV000221	217.8994980021237	365.0491055814243	318.0944757199969
baseline_year_1_arm_1	NDAR_INV000222	406.04764650478205	421.1619949868139	280.1964202188188
baseline_year_1_arm_1	NDAR_INV000223	208.3237034826311	438.19296203029035	472.28515642257526
baseline_year_1_arm_1	NDAR_INV000224	311.83989011354134	436.50390356595886	338.948199985116
baseline_year_1_arm_1	NDAR_INV000225	208.67550613827936	439.6282118813923	454.92386603679455
baseline_year_1_arm_1	NDAR_INV000226	374.54438062660853	421.24178105511805	235.64461609024073
baseline_year_1_arm_1	NDAR_INV000227	448.8134088658663	251.75461363812792	314.67689639918507
baseline_year_1_arm_1	NDAR_INV000228	295.3844502665718	359.90912899661396	349.9533457403826
baseline_year_1_arm_1	NDAR_INV000229	338.93637040633575	216.2701918018611	487.50360395031004
baseline_year_1_arm_1	NDAR_INV000230	303.7834208636377	393.8407193777135	334.9263925043148
baseline_year_1_arm_1	NDAR_INV000231	205.85033579830383	415.2430213215703	402.83166279620775
baseline_year_1_arm_1	NDAR_INV000232	391.25682262339683	423.69718658474574	335.6279680230077
baseline_year_1_arm_1	NDAR_INV000233	286.7282916675461	499.9920196979145	205.57520283609713
baseline_year_1_arm_1	NDAR_INV000234	263.0607183004163	273.9030491770891	373.11898103499135
baseline_year_1_arm_1	NDAR_INV000235	391.00292904798266	229.31793121198154	314.06518014978724
baseline_year_1_arm_1	NDAR_INV000236	454.61616171872987	313.007027475295	388.74004291939394
baseline_year_1_arm_1	NDAR_INV000237	381.896021501027	245.91586590350656	204.19527131974908
baseline_year_1_arm_1	NDAR_INV000238	316.7507317792022	208.89683044630902	358.78315137664697
baseline_year_1_arm_1	NDAR_INV000239	246.55518770326316	456.1212187520682	492.684364698484
baseline_year_1_arm_1	NDAR_INV000240	354.96636180400907	435.0739643488063	317.7630092337696
baseline_year_1_arm_1	NDAR_INV000241	440.9669682998269	257.6006652392555	388.23525546012894
baseline_year_1_arm_1	NDAR_INV000242	477.69365585140184	249.58474585375455	381.2351304179476
baseline_year_1_arm_1	NDAR_INV000243	279.59067840123566	422.3239625458617	250.9119091982004
baseline_year_1_arm_1	NDAR_INV000244	205.63676282676786	409.22864179525504	490.3220863752784
baseline_year_1_arm_1	NDAR_INV000245	484.6577344558973	489.0126590509681	282.27281410040683
baseline_year_1_arm_1	NDAR_INV000246	283.6165715944592	242.3978302328669	326.21770542642037
baseline_year_1_arm_1	NDAR_INV000247	482.55006471652524	268.0082979627726	396.73470282871494
baseline_year_1_arm_1	NDAR_INV000248	449.45069657327605	434.5478942353592	304.7565476857534
baseline_year_1_arm_1	NDAR_INV000249	362.535822723204	294.08956844289236	357.58895492603494
baseline_year_1_arm_1	NDAR_INV000250	231.5774733865279	367.57648307604984	389.6228864589791
baseline_year_1_arm_1	NDAR_INV000251	467.187438550518	216.23198890357685	354.74702642898313
baseline_year_1_arm_1	NDAR_INV000252	409.7306960398694	433.9769339751434	377.3604895879656
baseline_year_1_arm_1	NDAR_INV000253	302.0911054949859	232.55065675596612	314.9331898786735
baseline_year_1_arm_1	NDAR_INV000254	427.7366823962999	346.66240692979403	244.35333042749377
baseline_year_1_arm_1	NDAR_INV000255	377.7923557815512	351.28290934198105	341.34115088883027
baseline_year_1_arm_1	NDAR_INV000256	207.65123963213537	294.91008058679074	336.7880160217554
baseline_year_1_arm_1	NDAR_INV000257	233.36167801721817	395.15532609110625	391.33401842635965
baseline_year_1_arm_1	NDAR_INV000258	266.72241854823744	325.78219521074425	405.88107286351953
baseline_year_1_arm_1	NDAR_INV000259	421.56270083761774	351.6181261287793	318.0944447087783
baseline_year_1_arm_1	NDAR_INV000260	339.49790292678796	213.12613796893461	460.37796916511746
baseline_year_1_arm_1	NDAR_INV000261	297.70011367811657	464.24286174826204	329.10227530487464
baseline_year_1_arm_1	NDAR_INV000262	274.1699836392622	484.2337761269068	444.7441881373166
baseline_year_1_arm_1	NDAR_INV000263	341.2462391871422	476.2606380302577	348.8335182332468
baseline_year_1_arm_1	NDAR_INV000264	439.4092258244426	286.4211466074036	341.29407716178906
baseline_year_1_arm_1	NDAR_INV000265	399.30307850441017	491.62947985426496	369.76470552640063
baseline_year_1_arm_1	NDAR_INV000266	467.768325892401	483.3445267214941	267.55483126076155
baseline_year_1_arm_1	NDAR_INV000267	389.517661098357	375.5763687203281	453.7445534218008
baseline_year_1_arm_1	NDAR_INV000268	216.67469822498927	460.3302603377962	481.83160053818455
baseline_year_1_arm_1	NDAR_INV000269	453.5579883864484	320.26858479308004	312.0507497470599
baseline_year_1_arm_1	NDAR_INV000270	486.79039803165307	225.38336150848448	370.1749722494144
baseline_year_1_arm_1	NDAR_INV000271	282.5083522663062	426.94236876634795	327.1447567313194
baseline_year_1_arm_1	NDAR_INV000272	346.6414026551897	464.48066888156006	361.1499521492797
baseline_year_1_arm_1	NDAR_INV000273	242.2179738361577	459.5121164462401	201.30491478560495
baseline_year_1_arm_1	NDAR_INV000274	300.2924515757747	394.10290360944214	332.1348209089915
baseline_year_1_arm_1	NDAR_INV000275	336.63964855719814	347.7192374427555	263.2596414459903
baseline_year_1_arm_1	NDAR_INV000276	478.1314515138929	240.4365114918086	227.65362756430451
baseline_year_1_arm_1	NDAR_INV000277	209.92592676321996	422.2298857900562	297.45248558241457
baseline_year_1_arm_1	NDAR_INV000278	240.30566111651652	272.7739087661849	222.627538886078
baseline_year_1_arm_1	NDAR_INV000279	392.5629879478878	363.09841733114604	239.3363501351959
baseline_year_1_arm_1	NDAR_INV000280	388.24731729764704	227.32772904602103	428.6802514689479
baseline_year_1_arm_1	NDAR_INV000281	460.09616561371325	483.7868108822796	403.2239849420968
baseline_year_1_arm_1	NDAR_INV000282	432.4490176908983	292.1698513452325	271.7770887015984
baseline_year_1_arm_1	NDAR_INV000283	348.786870105357	358.24633206383675	360.91762261914107
baseline_year_1_arm_1	NDAR_INV000284	235.2997529661917	262.66409625881835	239.12913767536716
baseline_year_1_arm_1	NDAR_INV000285	250.50543066959648	285.65290005011343	445.06030224838815
baseline_year_1_arm_1	NDAR_INV000286	360.65754216579995	318.15828914296185	394.14870209446167
baseline_year_1_arm_1	NDAR_INV000287	226.77761187595823	346.43059561147226	232.32457927078923
baseline_year_1_arm_1	NDAR_INV000288	279.2841523259547	322.9583790623823	499.555406853013
baseline_year_1_arm_1	NDAR_INV000289	334.7824864174549	227.67027432272022	372.17967082919813
baseline_year_1_arm_1	NDAR_INV000290	377.3761693759722	400.2143360022677	290.9082836979311
baseline_year_1_arm_1	NDAR_INV000291	276.27002464459906	497.42650558694635	425.70994368789167
baseline_year_1_arm_1	NDAR_INV000292	381.657918229718	213.32133194226313	427.2449872256647
baseline_year_1_arm_1	NDAR_INV000293	496.09685853421485	347.2661904089564	442.6301948924903
baseline_year_1_arm_1	NDAR_INV000294	263.10376421942146	234.9975385760885	401.47686435360134
baseline_year_1_arm_1	NDAR_INV000295	351.6208984955593	326.6701814952623	261.5371029304659
baseline_year_1_arm_1	NDAR_INV000296	422.9197937543509	455.4513946280048	415.80609408441774
